ID,DEFAULT_JULY
3644,0.09273027676084135
15370,0.0802883259092687
15570,0.9009477435304483
16113,0.6957574511987741
14220,0.17698654274837966
11311,0.0938591729562347
12465,0.11661646947052776
28801,0.28203349870197153
5179,0.11792672800098923
7929,0.14678559929845483
29569,0.1323351188945715
26850,0.2256861769096582
24656,0.2885782805200985
21666,0.10607626980043193
29283,0.27730742463099406
5893,0.11939639662727697
27695,0.37271779685021245
10492,0.0665379330896155
11745,0.10544879718177767
11722,0.36540716793847816
11807,0.6222315689424239
26475,0.07861915432934022
17164,0.4317466014850811
5613,0.12591239226587886
23620,0.17056506764394275
10534,0.1129970421935623
28545,0.09623841067837267
8215,0.7092193381626006
20706,0.22341128829325135
4577,0.0715965981843256
22810,0.07771011472760714
7240,0.07108914528659077
10527,0.2536098760546325
15325,0.3701582451360991
1318,0.07508781406327643
12553,0.491442184217233
27391,0.35929047714210277
23193,0.5125782057047161
5591,0.10858225955024027
2403,0.11084478983789146
27516,0.07097582799837186
7499,0.14427207964353939
8101,0.06971746736236396
12916,0.21987132759545133
17839,0.13614576803793058
1727,0.09946805120362752
10615,0.40460437986441866
23758,0.15153588372562773
13474,0.08115938027333622
20699,0.0603040702734655
11142,0.6627408954624718
22048,0.3378065563630948
18347,0.6395980568123995
2441,0.0805633970153551
14104,0.07387663770356562
5381,0.24720720192728152
13942,0.6834375530757103
1466,0.7693348780010035
28905,0.07578789526203385
14524,0.13182528708029304
15800,0.06841491531381605
26253,0.1538982123805824
26093,0.17044493361313365
6198,0.08654435712533573
21801,0.28131276719780607
11012,0.13761327683308383
27088,0.5679772702092027
28451,0.20997414228131756
7266,0.11679836751833257
29443,0.05229845374398684
5770,0.2108572994890055
24211,0.0826809549321054
7394,0.33692860397168184
28703,0.07125349016681139
20172,0.15268106231251635
13402,0.13324951076922978
8496,0.1251315046219196
1970,0.08055658201863355
27201,0.14851775368357634
25488,0.0852983748829261
27302,0.2040581328985056
25937,0.08336299624670743
28570,0.29036421258321066
22618,0.09209381275235787
208,0.0561305256395618
29022,0.5855248918049363
29846,0.5407732039138319
6389,0.2456854862731043
27394,0.6265723496397804
19400,0.14893974165246182
927,0.07023035759678103
13137,0.3086621800182167
9284,0.28946560990687376
24231,0.34282250261812813
11932,0.09657963843304945
14259,0.43193321788207634
25391,0.09689370598445234
16948,0.6462568889721347
415,0.10496387420981947
23320,0.07139440425154109
9628,0.1880261243450086
7955,0.15814002395949192
28829,0.24501164769558414
21506,0.17431210235445652
8732,0.1572934342840588
7500,0.4666496347581138
6493,0.2299253654500808
25912,0.19360232945925973
10762,0.06736921897098774
15746,0.5351217592580556
9925,0.6136044991891234
24956,0.18741629379811336
2774,0.1496223540662793
6818,0.34226108753789314
22029,0.7198453147156826
8538,0.24978295715818669
25612,0.1515455424869206
12943,0.1438942812134325
26041,0.2009218607519751
5515,0.1310388091530758
22650,0.8776888591101555
13065,0.7876396591094609
28711,0.08561442120659622
954,0.062435623013036075
18157,0.08462243062350704
29824,0.10455374348074577
7463,0.5768135925126864
25153,0.27565420301183563
28491,0.14196611305306292
16061,0.292270746324208
11488,0.12342216121193589
5670,0.030714408633809618
21088,0.093095749758447
8997,0.20608309000801073
15664,0.10511501625441914
26492,0.18196223769083833
10919,0.5934238156023609
17285,0.148397408701199
22792,0.37343793850558105
17211,0.39869142078965353
9327,0.06324508145748654
1029,0.16200480627658334
10158,0.08416904050744678
1234,0.5886609468957732
5113,0.1788381167779891
16597,0.2626111900010125
2522,0.1501537259179278
15164,0.11260164676080638
23473,0.117990969022878
3364,0.40551692821770546
25559,0.07756931082350746
9685,0.03665279780459335
15270,0.6258144663986166
663,0.12365687668429962
15069,0.22950616371488053
20404,0.7912267852062159
1486,0.2876680458340377
10821,0.23197517562531206
10767,0.19393652840651096
13695,0.17730861982535778
3192,0.09855889677360534
27469,0.14704019278163594
18246,0.25086802628663185
10215,0.08301954441122948
2767,0.1465473833445161
22749,0.1791511932001432
3527,0.3677729966943474
3679,0.2989191240056596
24423,0.42087695988918705
26849,0.060667946483993276
10759,0.20423764651688617
12173,0.1493541211353528
9266,0.3274620798611207
11037,0.22575840096730004
24971,0.18618017022649297
22107,0.14418617563579497
20328,0.07512878163194964
29178,0.17671495263071646
8180,0.3773719566541158
22232,0.27421841289553617
15005,0.12181372329644857
18175,0.09853458559003796
2524,0.06917167801648762
9207,0.34779292787889304
2126,0.1299750796211497
16968,0.13431200998014822
14769,0.09748075705486964
26763,0.1838280323862986
14507,0.5883305527854367
2908,0.12063039964938961
25620,0.19520076729620772
12484,0.1827968644076722
15453,0.13916784378387378
25908,0.1606687857522468
5233,0.08199966628448864
11535,0.6522421470005275
11753,0.22543166854462765
9843,0.08466655125324413
23912,0.5730617317070994
8588,0.1922350055947747
29253,0.21455496271570582
11496,0.3890125384308736
8269,0.09996956916223293
24289,0.09247425815874319
12145,0.16613671205292138
18237,0.17189865579367491
18544,0.13405639876388625
27956,0.7420819963535279
19804,0.1003234504912455
3334,0.706364667781804
15511,0.06921410770998229
19223,0.07840287052560385
3060,0.09931530981537945
25764,0.1389336222989696
20667,0.08150285876751796
10291,0.4988150768722187
15314,0.07470234519402567
2683,0.12092666668516165
29291,0.09130697179974828
15261,0.4689450196002549
9638,0.1944984467721146
16964,0.19848841072671214
11226,0.5660160117032628
26975,0.301423786548892
4846,0.14857081147041593
18870,0.21426769973228596
4252,0.2710240243169315
23412,0.09035592240280244
19661,0.660132734330569
29386,0.1634333549038181
24028,0.06325745074946346
5144,0.09993550278704955
29802,0.07519660493532662
3048,0.08224430984473989
6692,0.1418956335045264
5989,0.17651027516373635
3998,0.19184629574747672
6187,0.8163229998222684
25138,0.26038175075866155
1062,0.1274734340059943
19090,0.22609407166620898
25627,0.05779429504211492
3961,0.12464981494092851
11670,0.11538271648238313
14196,0.15952975616306353
18808,0.2409329325208714
20245,0.11136038414356514
10950,0.11334202436553331
27801,0.10688852985512483
10299,0.10018488693943445
5703,0.15178538274567568
26503,0.08108275393453811
24461,0.7686216202360018
20300,0.25442765205794254
6091,0.10558625271473593
27526,0.09082805417086895
5016,0.5732165894446576
28264,0.10367936979581811
20425,0.09563088680659726
402,0.5271751246164161
3765,0.17777410089571752
28406,0.16953261270610193
10404,0.5718546576773904
656,0.13380515605804083
4502,0.1509653640402102
1168,0.17782794462879237
20916,0.6343648146486605
18777,0.12173483797641904
23968,0.058062967954743264
17430,0.11248933326500227
5993,0.34410228680600546
25512,0.15424376152119088
4606,0.22288917978527653
16292,0.3627190411065017
11302,0.2159835584018548
25232,0.17490610192135037
29962,0.12545752579315608
18038,0.14345115597449407
12896,0.06988317812158434
2605,0.09873469484888366
22082,0.3159471103647981
26130,0.30711257342720355
26959,0.12095419728348425
14351,0.10676043461184566
29430,0.07627684859104344
2728,0.11493746820212043
9323,0.1818523981081067
2388,0.5791880727817622
5534,0.13729923064941318
14074,0.12658370198631036
4110,0.3659491207377235
3396,0.16565638622191522
17280,0.0804566081465401
14923,0.3804052928488602
22112,0.1422134195759935
22835,0.42494654140114185
19682,0.2575827519077517
5039,0.6065529211531502
28644,0.07389677335251035
21584,0.07276893438445745
24463,0.43403613080548664
6850,0.20808683767678496
20794,0.3117602870921696
13502,0.08507457035850235
28514,0.15386429250709585
16748,0.09838139106100786
2686,0.5110995272505008
20312,0.4025655575570998
5677,0.23573111917038514
15247,0.2198125961331692
14968,0.17964055890826525
21697,0.1881701481054573
884,0.07067592165780452
13073,0.2698380067742297
29264,0.10561403157390716
29748,0.5813163236705324
21880,0.057003474069422896
16389,0.21535207974453804
23959,0.08087345789095998
6675,0.12307009628405374
10675,0.13690511726849516
576,0.17362370474569278
10323,0.17821865387460417
